average_cost_retrieval_time_per_view average_information_retrieval_time_per_view
0.00355734 1.07491
0.00323145 1.06725
0.00299159 1.52267
0.0031722 1.60941
0.0041353 1.87932
0.00456808 2.082
0.00452351 2.1795
0.0041404 2.11121
0.00351069 2.34479
0.00320338 2.60576
0.00328014 2.72195
0.00295952 2.86477
0.00296518 2.98365
0.00290286 3.36201
0.00376299 3.7122
0.00499765 5.45306
