average_cost_retrieval_time_per_view average_information_retrieval_time_per_view
0.00367038 0.86204
0.002969 1.22177
0.00457424 1.44917
0.00432642 1.63898
0.00272764 1.67406
0.00355264 1.77572
0.00450989 1.82142
0.00372946 1.91195
0.00327931 2.05971
0.00321659 2.14467
