average_cost_retrieval_time_per_view average_information_retrieval_time_per_view
0.00285393 1.08951
0.00388687 1.29303
0.00317998 1.34384
0.00330557 1.56236
0.00288202 2.02159
0.00421892 2.19967
0.00406174 2.47876
0.00298211 2.80992
0.00448122 3.12942
0.00429575 3.42997
0.00551406 3.42605
0.00359597 3.92553
0.00571054 4.09189
