cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 1
AverageEndPointUncertainty weight: 500
UnknownObjectSideFrontier weight: 5
UnknownObjectVolumeFrontier weight: 5
ClassicFrontier weight: 1
EndNodeOccupancySum weight: 1
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds
2180.88 0.242028 0.403244 0.242 0.263397 -0.614772 0.308703 0.676299 2793.93 1223.96 696.238 989.652 1.18296 23684 0.929425 0 0 0 2793 0 1501.4 2926
2267.62 0.178896 -0.25083 0.242 0.47861 -0.467178 0.544012 0.506683 1569.95 0 396.565 633.169 2.30112 20183 0.954941 1 0 0 1069 0 1550.23 2962
2349.1 0.74917 0.821104 0.242 0.00808375 -0.668773 0.0263959 0.742954 1201 1200 201 447.213 2.73057 21572 0.999122 1 36 99 25 0 1616.77 3027
2562.92 0.596756 -0.757972 0.242 0.620959 -0.24846 0.696501 0.25993 1 0 1 0 2.94472 28758 1 0 0 0 0 0 1616.77 3027
