average_cost_retrieval_time_per_view average_information_retrieval_time_per_view
0.00246764 1.00032
0.00316265 1.32329
0.00335415 1.37996
0.00279059 1.60324
0.00321045 1.90083
0.00355693 1.9031
0.00305787 1.88069
0.00158218 1.76655
