average_cost_retrieval_time_per_view average_information_retrieval_time_per_view
0.00280074 1.05687
0.00374026 1.33586
0.00369442 1.56473
0.00450484 1.81892
0.00328865 1.72815
0.00294653 1.97596
0.00421155 2.07431
0.00454861 2.17489
0.00290661 2.44752
0.00312752 2.8908
