average_cost_retrieval_time_per_view average_information_retrieval_time_per_view
0.00353243 0.958919
0.0031823 0.898899
0.00390684 1.0706
0.00516421 1.28128
0.00397558 1.39734
0.00334087 1.605
0.00368055 1.61417
0.0041217 1.79959
0.00602279 1.79857
0.00393561 1.9567
0.00637572 2.16465
0.00438528 1.9799
0.00277477 2.09692
0.00337826 2.25137
0.00459578 2.85058
0.00376891 4.60364
