average_cost_retrieval_time_per_view average_information_retrieval_time_per_view
0.00371726 0.931851
0.00458435 1.28929
0.00273586 1.34806
0.00335639 1.61751
0.0035371 1.72956
0.00309274 2.13591
0.00342378 2.37166
0.0036506 2.54326
0.00416966 2.64508
0.00232135 2.84638
0.00580779 3.24101
0.00488492 3.68168
0.00318904 3.96362
