cost_weight: 0
information_weight: 1
IgnorantTotalIG weight: 1
OccupancyAwareTotalIG weight: 0
ClassicFrontier weight: 0
TotalUnknownIG weight: 0
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeIG weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0
TotalNrOfFree weight: 0
TotalEntropy weight: 0
TotalNrOfNodes weight: 0
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes base_distance_cost arm_distance_cost energy_cost
1.43282e+09 0.164597 0.00959243 0.44202 -0.0444079 0.705883 0.00530448 0.706915 0.202988 0.0671183 0.0625 0.0483478 0 32087.1 318.381 0 0 21 318.381 3355.3 6331 17780 15171.4 31108 0 0 0
1.43282e+09 0.176704 -0.251893 0.201752 0.454468 0.530525 0.491037 0.520465 0.154141 0 0.0666667 0.0388049 0.0637289 19451.2 171.388 0 0 4 171.388 3446.94 6133 24077 15988.6 38587 0 0.254916 3
1.43282e+09 0.402498 -0.583937 0.44202 -0.311157 0.635157 0.275425 0.651074 0.12186 0.00234386 0.0714286 0.0301547 1.04667 20758.8 131.981 0 12.5101 22 86.9449 4659.9 8175 51307 32119.9 74453 0.98476 0.247656 7
1.43282e+09 0.239727 0.404043 0.201752 0.622897 0.316224 0.254486 0.668759 0.142032 0.0213661 0.0769231 0.0294727 2.7943 26754.1 200.161 0 6.88053 159 145.117 5870.07 10143 86365 52384.6 119933 2.73057 0.254916 7
1.43282e+09 1.25189 -0.823296 0.201752 -0.0537801 0.696495 0.715241 0.0208087 0.132426 0.0144611 0.0833333 0.0260886 2.94472 24269.2 98.8295 0 3.12752 45 84.4429 7267.39 12491 111512 68089.6 153346 2.94472 0 4
1.43282e+09 0.990408 -0.835403 0.44202 0.530536 -0.467734 -0.503615 -0.496114 0.130931 0.0213432 0.0909091 0.0207624 0.061914 25138.7 115.093 1 6.88053 30 74.4349 9101.79 15642 147072 89588.7 200149 0 0.247656 3
1.43282e+09 0.748107 0.823296 0.201752 0.696495 0.0537801 -0.0208087 0.715241 0.127837 0.0042588 0.1 0.0210276 2.9413 21420.2 138.862 0 0.625503 147 131.981 9716.29 16501 170013 100052 227885 2.87757 0.254916 7
1.43282e+09 1.58394 -0.597502 0.44202 0.669145 -0.229102 -0.655134 -0.265624 0.145976 0.0167708 0.111111 0.0234156 2.56785 21655.2 79.4389 0 1.25101 31 43.7852 10732.8 18177 201063 118165 267588 2.50594 0.247656 7
1.43282e+09 1.40404 0.760273 0.201752 0.664058 -0.216851 -0.292935 0.652833 0.150796 0.0015563 0.125 0.0244137 1.91673 19102 77.5624 0 0 92 70.0563 11198.6 19120 215872 125552 285787 1.853 0.254916 7
1.43282e+09 0.416063 0.597502 0.44202 0.229102 0.669145 -0.265624 0.655134 0.185377 0.0195039 0.142857 0.0314303 1.91491 20067.9 133.232 0 0.625503 49 90.6979 12097.1 20865 231641 135039 306979 1.853 0.247656 7
1.43282e+09 1.76027 -0.404043 0.201752 -0.316224 0.622897 0.668759 -0.254486 0.202496 0.000126263 0.166667 0.0346429 2.9413 17864.4 70.0563 0 4.37852 34 33.1517 12370.4 21373 240015 139369 317348 2.87757 0.254916 7
1.43282e+09 0.595957 -0.760273 0.201752 0.216851 0.664058 0.652833 0.292935 0.248548 0 0.2 0.0424012 1.853 17573.3 114.467 0 18.7651 27 23.1436 13100 22858 256518 149947 339707 1.853 0 4
1.43282e+09 1.8354 -0.00959243 0.44202 -0.705883 -0.0444079 0.706915 -0.00530448 0.300527 0.0108007 0.25 0.0491866 2.56785 16060.1 70.0563 0 7.50604 23 40.6577 13001.1 22651 263150 152680 347120 2.50594 0.247656 7
1.43282e+09 1.5975 0.583937 0.44202 -0.635157 -0.311157 0.651074 -0.275425 0.415775 0.0751549 0.333333 0.070477 0.98476 15125.2 61.2993 0 1.87651 25 39.4067 13316.3 23186 271496 157285 357602 0.98476 0 4
1.43282e+09 1.8233 0.251893 0.201752 0.530525 -0.454468 -0.520465 0.491037 0.577978 0 0.5 0.0779779 1.04849 12152.1 53.7933 0 3.75302 26 23.1436 13215.4 23169 285178 164122 373566 0.98476 0.254916 7
1.43283e+09 1.00959 0.835403 0.44202 0.467734 0.530536 -0.496114 0.503615 1 0 1 0 1.91491 8751.46 45.6617 1 0 19 29.3986 13477.3 23490 309863 176791 403650 1.853 0.247656 7
